Modelo;Cam_X_Robot;Cam_Y_Robot;Cam_Z_Robot;Robot_Pred_X;Robot_Pred_Y;Robot_Pred_Z;Robot_Real_X;Robot_Real_Y;Robot_Real_Z;Tiempo_Ms
LINEAL;-0.022093865030559993;0.09801496358415174;1.442239908601914;-0.04165942642530687;-0.5696818396777839;-0.12975272238901803;-0.06235887427924478;-0.6531948977806296;-0.1300015547706811;0.015199999324977398
LINEAL;-0.013256319018335995;0.09866612013338705;1.441058218247424;-0.048268037093512656;-0.570274588417286;-0.12924758620504223;-0.06990046626257809;-0.6550231632413541;-0.1299797185281648;0.015600000551785342
LINEAL;-0.00449332637062613;0.09812990378425623;1.4269605000094678;-0.05482089765197107;-0.5773461572793431;-0.12966355726561662;-0.07744602188918467;-0.656596431696821;-0.13000286494758248;0.014600000213249587
LINEAL;0.004389718307916946;0.09962079851973632;1.4318905730919562;-0.061463531675892275;-0.5748731789782217;-0.12850699226097304;-0.08480047710500171;-0.6581472107040576;-0.1301151364405727;0.014400000509340316
LINEAL;0.01301522610587657;0.09956782707615966;1.4214599129161871;-0.06791358271646877;-0.5801053116159045;-0.12854808497961256;-0.09238360488096806;-0.6599495178264777;-0.1301087690412035;0.018200000340584666
LINEAL;0.02165099582502781;0.09953604421001366;1.4152015168107255;-0.07437130749834961;-0.5832445911985144;-0.12857274061079627;-0.09988108115919617;-0.661744144312351;-0.13003790124418557;0.014999999621068127
LINEAL;0.03029292269689402;0.09951697449032607;1.4114464791474486;-0.0808336365250131;-0.5851281589480802;-0.12858753398950648;-0.10717684823154987;-0.6635666062229079;-0.1300172458355547;0.014299999747890979
LINEAL;0.03846666226397438;0.09860109293205174;1.396413329979914;-0.08694586071342772;-0.592668950142614;-0.1292980312053662;-0.11467048910202819;-0.6656573454340903;-0.12998051610119704;0.014900000678608194
LINEAL;0.04675272411186226;0.09889701852399707;1.3873934404793933;-0.09314207815315842;-0.5971934248593342;-0.129068466249855;-0.1220864648746937;-0.6677833375086413;-0.1299514125986854;0.014299999747890979
LINEAL;0.055106179328234646;0.09822911935225434;1.3819815067790808;-0.09938869154367874;-0.5999081096893664;-0.12958659056157532;-0.12938647882319584;-0.6697844251269774;-0.1300331717976661;0.01650000012887176
